Partida,Vitorias A,Vitorias B,Sets de A,Sets de B,Games de A,Games de B,Vitorias A (%),Vitorias B (%),Sets de A (%),Sets de B (%),Games de A (%),Games de B (%),Media de Sets,Desv padrao de Sets,Media de Games/Set,Desvio padrao de Games,Media de Pontos/Game,Desvio padrao de pontos
1,30,0,60,0,360,40,100.0,0.0,100.0,0.0,90.0,10.0,2,0.0,6.666666666666667,0.8956896153275697,8.6575,3.0640929185541737
2,13,17,37,38,352,363,43.333333333333336,56.666666666666664,49.333333333333336,50.66666666666667,49.23076923076923,50.76923076923077,2.5,0.5085476277156078,9.533333333333333,1.9750698470942492,10.444755244755244,4.288373937222026
